"","site","year","mu","ci.lo95","ci.hi95","med","hpdi.lo95","hpdi.hi95"
"25","BR",2016,0.478708504165013,0.0506725669230553,0.915440688500446,0.482249744206435,0.0577859620544302,0.923187261024914
"26","BR",2017,0.137423298559289,0.00809025935994228,0.520856934838089,0.0932929310961771,0.00103648002467347,0.426475112183461
"27","BR",2018,0.496517971403668,0.0651676159889555,0.93575285039353,0.494989109098802,0.0772627707922522,0.943438372939138
"28","BR",2019,0.59565190619736,0.117936275152899,0.952638222741559,0.625497234626806,0.162041832872256,0.979027449369424
"29","CF",2006,0.0847981453653825,0.00736810067043183,0.340624462354454,0.0578692232320471,0.00141230237898892,0.262327497373683
"30","CF",2007,0.27342854990038,0.0279438285118499,0.722702698233454,0.234198681085542,0.00401721378011048,0.647254302125193
"31","CF",2008,0.266234848841076,0.0293157466362811,0.729957554548536,0.222238424789216,0.0131704277079973,0.648959285782077
"32","CF",2009,0.225511788912775,0.0421989781213511,0.546538775861096,0.198798965509,0.0222080258879122,0.495201250973293
"33","CF",2010,0.330439923398818,0.0474737377431364,0.773030425670598,0.296222905105539,0.0311632213477431,0.720498932585592
"34","CF",2011,0.264021862370678,0.0322218632100324,0.713149710841554,0.222716787497649,0.00723171718474851,0.615870394756371
"35","CF",2012,0.160095060963297,0.0339624578598411,0.40329017904284,0.145324293158201,0.0114393675804664,0.329892446571816
"36","CF",2013,0.0484585359269137,0.00411917582476993,0.191729964562055,0.034379776115122,0.000114045234675946,0.142165801131112
"37","CF",2014,0.264643501386149,0.0227407709133889,0.736346428185459,0.224432045647154,0.00966686210396988,0.652567260539905
"38","CF",2015,0.10352666192394,0.00925756058721434,0.39823976730425,0.0752816233765558,0.000959023764749531,0.297936722049836
"39","CF",2016,0.30522657405091,0.0349608178398216,0.749966864941472,0.272339680352197,0.0142167007849943,0.666457511671533
"40","CF",2017,0.198968216175907,0.0138411034743348,0.645012323036534,0.145819607866081,0.00151337744005631,0.548349807866649
"41","CF",2018,0.208401425441794,0.016615621693073,0.702086232962733,0.151900108263855,0.00229568168585832,0.590081523680344
"42","CF",2019,0.189961692497745,0.0181760223964417,0.605350699900629,0.149028913290991,0.00195317005866473,0.513251268954627
"43","CP3",2006,0.171592794022382,0.00966295457143278,0.634764962444111,0.117720929291179,0.000937596790831504,0.517447812121243
"44","CP3",2007,0.143811150933599,0.00552736705765676,0.596842821073097,0.0871930519855866,0.000434586761610053,0.479952588244702
"45","CP3",2008,0.127731087681137,0.014683809471317,0.396045852881151,0.107554411233201,0.000695063429962194,0.310199578924485
"46","CP3",2009,0.337792652283043,0.029128029080079,0.823390324524042,0.314538835426878,0.00498568869317368,0.749491355965034
"47","CP3",2010,0.301370420422718,0.0394074270759251,0.719282019926659,0.285573828834306,0.0149862198790333,0.641219352583616
"48","CP3",2011,0.225359696941544,0.0208201012073022,0.660471869058245,0.186401434523865,0.00224573423412105,0.568823144922919
"49","CP3",2012,0.182862434556148,0.0100306450914038,0.729550974794571,0.120775462474786,0.000303920762507589,0.604411182028434
"50","CP3",2013,0.114869664218482,0.00799186248045629,0.418078847850943,0.0853957320670731,0.0010479384919936,0.3192061379492
"51","CP3",2014,0.191804676108486,0.00726364571662675,0.810512875314322,0.129020350123949,0.000722624728554771,0.607819396724396
"52","CP3",2015,0.0777563225868499,0.00503526263533405,0.339829538416179,0.0506028092364491,0.00054697134212867,0.244672709023363
"53","CP3",2016,0.182599832111085,0.00884356897230462,0.645460960557866,0.118435443233352,0.000174946541028511,0.507466301386664
"54","CP3",2017,0.174813752209134,0.0125792642318056,0.565941800036803,0.134264382850988,0.00218949946234369,0.48045625451795
"55","CP3",2018,0.151745107887008,0.00750122208521199,0.564257222328197,0.102007623635727,0.000320696149060345,0.455738960903227
"56","CP3",2019,0.11774021518769,0.0113220907038188,0.392023151932953,0.0917135190052085,0.00148356189839633,0.31089525527723
"57","DEM",2006,0.174648775055188,0.00801937609593452,0.676443754934145,0.110901398099785,0.000469981818416016,0.565602447004703
"58","DEM",2007,0.208023096210679,0.0184280230949893,0.651917547881048,0.168378713461182,0.00263889153952255,0.543821407718375
"59","DEM",2008,0.145633209338084,0.00588262275992231,0.603331380927039,0.0881921736580565,0.00147378204424348,0.503651124869903
"60","DEM",2009,0.209005032159502,0.0234364572417691,0.634776725058895,0.167342433007888,0.00394589661455689,0.528969024453882
"61","DEM",2010,0.175554880216249,0.0111107019402467,0.609282196432118,0.12637001875085,0.00128040671429507,0.52238170876238
"62","DEM",2011,0.186907879651199,0.00947904193243537,0.677246946916299,0.125415609188723,0.00084665979851279,0.577876516223159
"63","DEM",2012,0.101417285723567,0.00568761057968527,0.440992089428827,0.0652014841665131,0.000706591861393814,0.319197765843954
"64","DEM",2013,0.0537779340289766,0.0042436671829247,0.22824861893964,0.0376202650618502,0.000426412323370794,0.155932142125009
"65","DEM",2014,0.28574384294995,0.0273835361173711,0.809256316204251,0.225758954947805,0.00350230836483399,0.734475734187909
"66","DEM",2015,0.0943769936589915,0.0069184880768617,0.350418040945691,0.0698351194867365,0.000285175135958237,0.265544472793304
"67","DEM",2016,0.264099714748297,0.0184177547927093,0.761399619227249,0.217601732044525,0.00488012244289174,0.68358112363026
"68","DEM",2017,0.201703389830198,0.0130745151174541,0.658687347146238,0.15116732118267,0.00285662200351573,0.572007619625681
"69","DEM",2018,0.258314665276801,0.0311613565241335,0.723131774112666,0.215396851877055,0.00442261806702844,0.621259973312167
"70","DEM",2019,0.124561649114117,0.00495643281093762,0.555960975954375,0.0715274496562662,0.001236934094366,0.429204080743753
"71","DLW",2006,0.0766018358850858,0.0117061708836008,0.234778197048802,0.0626079206714458,0.00365244212263618,0.187674599665913
"72","DLW",2007,0.188709918700795,0.0221851949160799,0.571239998626498,0.156763610703644,0.00211500130726619,0.470103207947932
"73","DLW",2008,0.189945484049577,0.0219182231252876,0.538344850214427,0.16628571328326,0.00220658746272463,0.443975478091507
"74","DLW",2009,0.146862868053986,0.0119621072181189,0.489322501229624,0.11800802458714,0.000885908568307944,0.38890442259361
"75","DLW",2010,0.512701863896324,0.168596683416164,0.846761881709442,0.515896706819181,0.168572661392472,0.846720237368003
"76","DLW",2011,0.326571017524296,0.0257096790454938,0.846718064761794,0.277885450094864,0.00742872574180755,0.786181776030297
"77","DLW",2012,0.212248339409879,0.0255847926454326,0.549151176158391,0.192566704881064,0.00634635189813296,0.465733399950826
"78","DLW",2013,0.0288062652287499,0.00280066221635739,0.102857691438461,0.0217954949206303,0.000596103315557184,0.0721803593227188
"79","DLW",2014,0.131950320729722,0.00281448758451174,0.581350460123847,0.0792302545154162,0.000126620015348034,0.472141411233821
"80","DLW",2015,0.0537278663943053,0.00221017359612121,0.232307832132422,0.0295016458454818,0.000248633492645696,0.17442235160983
"81","DLW",2016,0.227309261928218,0.014217801371781,0.755202307674712,0.154908401978236,0.00120525073407462,0.654655354426584
"82","DLW",2017,0.127594126505371,0.00510029113582896,0.543039847114507,0.0803965093065321,0.00038115614325352,0.410982265571085
"83","DLW",2018,0.430046339430116,0.0274171797315732,0.921472777140465,0.414585401098853,0.0109949566594959,0.876139382254503
"84","DLW",2019,0.230436212071431,0.0150395859114847,0.711252895501456,0.177249037140745,0.0044113909818734,0.630060078522059
"85","EC",2006,0.157235985201203,0.0212083593127055,0.455031656644979,0.129609113349105,0.00772587511403327,0.389714028741709
"86","EC",2007,0.415403164730408,0.10863348789822,0.793361009120936,0.409171759820632,0.0740434642114081,0.745469733276384
"87","EC",2008,0.447872053858089,0.106198083172027,0.835148430097591,0.442961083010923,0.0743161356666325,0.795152029477786
"88","EC",2009,0.197551843851616,0.0196782125808983,0.609923311752166,0.153430556206576,0.00400311692313404,0.524772936903788
"89","EC",2010,0.324448589729115,0.0468921156455846,0.768935702785473,0.294129502107111,0.0233561848081413,0.711351715059343
"90","EC",2011,0.250591776983826,0.0363742701747184,0.666853606138403,0.213716714154137,0.0130270024858359,0.589687752772943
"91","EC",2012,0.0235168728452831,0.00105839237804308,0.103887713601016,0.0138280232116175,4.26852824395889e-05,0.0747395967273984
"92","EC",2013,0.0442427948510562,0.003500214681598,0.16513635923252,0.0325559907128322,0.000942386592706043,0.126466087732654
"93","EC",2014,0.170845429873908,0.0053886138462254,0.678989768954057,0.106855998327737,0.000895413230136277,0.572397945963804
"94","EC",2015,0.13077974543154,0.0179305646977181,0.344718250380845,0.12255400076452,0.00169413653276768,0.274156960458089
"95","EC",2016,0.0353961736538269,0.00138509557047357,0.175779763307848,0.018026090818415,9.66975884057402e-05,0.124600669015585
"96","EC",2017,0.219312029252253,0.0091753361178524,0.763033924906404,0.148909883768421,0.000806593162629148,0.667917629443995
"97","EC",2018,0.120599383717218,0.00299853789370644,0.500818738341943,0.067918759217196,0.000205568719968257,0.400486856106186
"98","EC",2019,0.541392160252449,0.0813732382931793,0.925095003962599,0.571042770973709,0.0868708255624238,0.929042237067445
"99","FR",2006,0.0914586514158327,0.00641004213663192,0.39039583786624,0.05806575970546,0.000595529294343257,0.288035701408172
"100","FR",2007,0.351622952488361,0.0285050622665448,0.871424040721406,0.304716936518113,0.0103810828611466,0.810305627023313
"101","FR",2008,0.0582082492931248,0.00230216117272742,0.271155910145355,0.0328049380657132,0.000358299352837218,0.199017554818767
"102","FR",2009,0.329225813051779,0.150560929576815,0.515840970244976,0.32917428363672,0.15977804462994,0.520523032587808
"103","FR",2010,0.311381671695978,0.0352210940888566,0.770339413641311,0.273365674897,0.0114012113692557,0.711267457294281
"104","FR",2011,0.157175099071889,0.00733187774330863,0.609104491670731,0.0999196360445566,0.000704231475668132,0.506214765868925
"105","FR",2012,0.0444495607753752,0.0034142714717195,0.170020692886017,0.0317309041906236,0.000257544488394175,0.12310960715197
"106","FR",2013,0.0116097203678912,0.000656108898980976,0.048950569723676,0.00701035974625989,3.57244201995717e-05,0.0355133346962864
"107","FR",2014,0.075446205981304,0.00290325540812,0.354631773640763,0.0400347598618164,5.87888151765863e-05,0.255700396574755
"108","FR",2015,0.0300972391301304,0.00159072236551905,0.135673072084997,0.017660689584492,0.000112968560564803,0.0944081945624049
"109","FR",2016,0.0873954976009606,0.00276925886045949,0.424523122629241,0.0477227346414351,0.000130673897582361,0.330061371096034
"110","FR",2017,0.157400130061539,0.0104142696503246,0.581146917002741,0.107749303867827,0.00175567416539662,0.481748655524379
"111","FR",2018,0.29584400134585,0.0174225954323419,0.801793688821654,0.244479609915479,0.00316976908877312,0.728445135941445
"112","FR",2019,0.225436368016814,0.0206828093827301,0.677518163281817,0.172013337360396,0.00656574827283153,0.606486512105208
"113","GCN",2006,0.0716551671980944,0.00177489659634685,0.376189075425648,0.0333589872807081,0.000367596166728179,0.270068298710118
"114","GCN",2007,0.0102368370124188,0.000563981444729495,0.0426203477990634,0.00638161476311578,4.36854557652045e-05,0.0297819798787579
"115","GCN",2008,0.0415837321612764,0.00190503377074952,0.178302954078996,0.0295103970198776,0.000142770128915869,0.118849438255903
"116","GCN",2009,0.183997197489368,0.0160523873260426,0.575343569488918,0.14699669821777,0.00357352273808815,0.494655437907786
"117","GCN",2010,0.273625670876703,0.0139714238666202,0.813243840661935,0.211399774951177,0.00195752557145532,0.72942321322837
"118","GCN",2011,0.155933721663807,0.00680040719281154,0.627308684127047,0.0960687125295425,0.00152170146431945,0.52527572395391
"119","GCN",2012,0.110036010558165,0.0149660332687285,0.322526776559106,0.0954082865937289,0.00361966145459134,0.25475320075865
"120","GCN",2013,0.00836759815606438,0.000558918182518363,0.0348471105990788,0.00520417405287295,3.50456095271818e-05,0.0223194866809
"121","GCN",2014,0.113622839008671,0.00237972827625515,0.579474437286603,0.048908867503651,0.000162905909065422,0.448666682050416
"122","GCN",2015,0.0382952845838727,0.00197739132984849,0.170716019486596,0.0241606171199821,9.76780745847087e-05,0.12189688491415
"123","GCN",2016,0.0944730153586084,0.00224672239669843,0.576673732183403,0.0467589361389424,0.000230399070712692,0.382993088501519
"124","GCN",2017,0.0940335400215531,0.00233095619859862,0.530985265876208,0.0353338353003618,0.000108899156800392,0.403509159790568
"125","GCN",2018,0.147140437871574,0.00626682044155421,0.540763976028908,0.0993460691143258,0.000510404911123106,0.447114807002872
"126","GCN",2019,0.188458450412222,0.0116746240895881,0.658135584192955,0.134927570194521,0.000511649542177721,0.563827032261768
"127","KYE",2006,0.0689184542830552,0.00235999297448668,0.338447637270774,0.0376158411906898,0.000203145359931513,0.255968875359894
"128","KYE",2007,0.171353486701297,0.0079643120551719,0.632663275738562,0.114862349639404,0.00163905450754946,0.535412166195033
"129","KYE",2008,0.495576276711703,0.162152096709764,0.830874007695809,0.498441368891342,0.182215507684337,0.840197577120944
"130","KYE",2009,0.130922533727999,0.0119882541453578,0.454177629006313,0.0945348460052914,0.00243243409100618,0.363102201687927
"131","KYE",2010,0.445979106669007,0.0507367905588864,0.909039812277639,0.430720973616026,0.0401966065850146,0.897093086102477
"132","KYE",2011,0.277848790235258,0.021516939436433,0.784909527104865,0.224172154808734,0.00481617025440431,0.701258059634767
"133","KYE",2012,0.0146128332872071,0.00156814774891713,0.053371435664229,0.0104723719423779,0.000182533996650938,0.0410172118740737
"134","KYE",2013,0.0296160512981126,0.00102282339611036,0.13936982918101,0.0169465289206738,9.95344004831776e-05,0.101094291717058
"135","KYE",2014,0.156399550311352,0.00510685537490084,0.69729061578088,0.0919044644973462,0.000497315263695309,0.559211676083447
"136","KYE",2015,0.0907025223828086,0.0119989940539235,0.262183551242713,0.0803342467125188,0.00140511309286883,0.203854102303843
"137","KYE",2016,0.0341151253475819,0.0012901400325572,0.162130989533804,0.0188363027403806,0.000163976320641088,0.115041520087426
"138","KYE",2017,0.105387614745068,0.00800155998996776,0.401058061136631,0.0781074500454059,0.000498999420355631,0.318628282858687
"139","KYE",2018,0.358088817456564,0.0380082385833028,0.83643283425169,0.330110422897622,0.00326021684376291,0.757806079992361
"140","KYE",2019,0.372791670043753,0.046506702366603,0.774853071166052,0.363606013143691,0.0209908057767434,0.720048315602685
"141","LCE",2006,0.144177633253963,0.0234443877561425,0.38311747407993,0.127476945643598,0.00402035507554292,0.318730949798939
"142","LCE",2007,0.469323120951561,0.0968632226488976,0.831454106808647,0.469682741637694,0.108068607378049,0.836743259729261
"143","LCE",2008,0.208750839922265,0.0332459513827216,0.543027162824009,0.184684058590582,0.00929162238070851,0.448941308877724
"144","LCE",2009,0.187144334050131,0.0111343888892925,0.606471516995047,0.143051012489178,0.00303146882128409,0.527483009629918
"145","LCE",2010,0.108434554328718,0.00749075325381697,0.400062817393469,0.0781121579582672,0.00059835687860899,0.32051412560247
"146","LCE",2011,0.18659338467126,0.00943062937183057,0.674666987361532,0.132754333737732,0.000942117591289733,0.574233874806832
"147","LCE",2012,0.165683093212711,0.00574435187960637,0.634452409138378,0.10429008483355,0.000378183745442834,0.513634609289591
"148","LCE",2013,0.155944745675626,0.00650290994962889,0.621507173923912,0.0932385280931097,0.000997040383658671,0.509861707418572
"149","LCE",2014,0.192724818078925,0.00629985215528126,0.714235723249776,0.137884250324175,0.000434422590628923,0.590069465339993
"150","LCE",2015,0.121894083279439,0.00888058460159768,0.420397392970754,0.0891594730826276,0.000781482990284177,0.33705292064109
"151","LCE",2016,0.503955639845418,0.0758094628168537,0.908368839029709,0.506073832585799,0.0765187689631068,0.909139144338976
"152","LCE",2017,0.187972872035615,0.0465260361001423,0.439062735312477,0.17811405135587,0.0126162197920669,0.35876336472176
"153","LCE",2018,0.392076200064809,0.0533274165767369,0.850994025795619,0.366787389923682,0.0269827622431122,0.803963593885735
"154","LCE",2019,0.123527858505489,0.0102714534045337,0.467997510031891,0.0862788649606704,0.00118885144554372,0.371955074460197
"155","LCW",2006,0.17833629460635,0.00723418404596546,0.677351613053704,0.114399189220317,0.00120449095834618,0.557562042503014
"156","LCW",2007,0.313791156930471,0.0235841148040447,0.846143200515387,0.255624187298582,0.00598465011661901,0.780012185768184
"157","LCW",2008,0.0768062460910743,0.00505162512623573,0.303598834782539,0.0491948101229627,0.000883065693746245,0.240055952111224
"158","LCW",2009,0.0488209152439047,0.00182878072443642,0.255544366724243,0.0250751468186304,0.000287281027461524,0.171053858199006
"159","LCW",2010,0.311449765887667,0.0282887319397091,0.787277562038051,0.272656111462138,0.00737919321202707,0.713418423207964
"160","LCW",2011,0.20450346070992,0.0134375511625091,0.638111406920394,0.157450586901553,0.000981967860408982,0.533394683674561
"161","LCW",2012,0.106841681469486,0.00297206840665753,0.564008622510108,0.0574068299649844,0.000102057863646854,0.421680240450444
"162","LCW",2013,0.0272924397605183,0.00129913529988733,0.137909410668096,0.0158562897985605,0.000119192406178743,0.0910339093380124
"163","LCW",2014,0.12834276043149,0.00292890005220554,0.607434906767081,0.0646137358238169,0.000196366518247619,0.498930926800681
"164","LCW",2015,0.119197431275411,0.0038922965293832,0.510043312015873,0.0701100692552288,0.000768149177692203,0.413682698359083
"165","LCW",2016,0.11587220254074,0.00275472279680512,0.545054413093654,0.060705133960376,0.000165800570288677,0.423246001310955
"166","LCW",2017,0.0677871121362325,0.00233272296800896,0.286766280773829,0.0391738054047496,7.81028154526845e-05,0.215478744953672
"167","LCW",2018,0.116120257100728,0.00558966455454588,0.492923853522802,0.0727307958217062,0.000748038731818816,0.372426149553511
"168","LCW",2019,0.0496722123120062,0.00700944174143218,0.170568543898185,0.0378964697449182,0.000627524190894611,0.122475538186536
"169","LO",2006,0.145485449493372,0.00684828222799292,0.558411165535243,0.0984504098559115,0.000341761971488521,0.450985665960499
"170","LO",2007,0.245524518972504,0.0310870486002888,0.665838753318538,0.215683280248843,0.00931485564244433,0.58360117929124
"171","LO",2008,0.36302532853861,0.0380443403510384,0.852182555638047,0.326020325807109,0.0191625157315107,0.800515084416268
"172","LO",2009,0.415939226961996,0.0503167234467261,0.878964909285579,0.389849322610316,0.0220373695062849,0.842507455261488
"173","LO",2010,0.121400104181879,0.0113107918280951,0.410733808006804,0.0923002071330071,0.00194424191113987,0.321494645563026
"174","LO",2011,0.237962512217341,0.0136529115459415,0.796317397307454,0.180099778349002,0.000639377436731236,0.702055632660185
"175","LO",2012,0.357331255380149,0.0291406992299153,0.835996118739657,0.301459977480804,0.0093534818258319,0.80088485450669
"176","LO",2013,0.133252914353936,0.0175540105659812,0.40766795433942,0.11065794637544,0.00323352010277974,0.325384675318189
"177","LO",2014,0.245392103994383,0.0259778055206498,0.7091848901523,0.211487237428958,0.00571807349969845,0.595984334422716
"178","LO",2015,0.0582441929982397,0.00379327635653484,0.245644197065297,0.0383690701369887,0.00018682875774183,0.175933102536742
"179","LO",2016,0.335536264486566,0.027771880568352,0.820274377120638,0.295346724949889,0.00468269296639739,0.745055227699024
"180","LO",2017,0.107172815202032,0.0210442716210995,0.326466695809427,0.0892043526771988,0.00566782761258633,0.249294854032606
"181","LO",2018,0.247893812003714,0.0242859444239299,0.732351370373478,0.204537640584739,0.00233395577247048,0.627602914603718
"182","LO",2019,0.472108995272991,0.145132108938505,0.824975446550516,0.462160736913307,0.12301035851947,0.79636131674024
"183","MC",2006,0.0466241610365717,0.00228791474662,0.225202982139038,0.028488279919369,0.00031222294424523,0.15631294971078
"184","MC",2007,0.172392069387628,0.0108916856068808,0.624883996041323,0.126447966247381,0.00133390301308687,0.508255359088243
"185","MC",2008,0.175978678843312,0.0110107452367006,0.613908896970317,0.123126775131565,0.000732806739371793,0.527038340067373
"186","MC",2009,0.298489825942986,0.0248786968111783,0.77571917771693,0.254158987979742,0.00279301454996608,0.70774704249358
"187","MC",2010,0.385824332284971,0.0418835818262799,0.867415098536748,0.353428154493548,0.0204006679076727,0.825220685532593
"188","MC",2011,0.205289798497895,0.0438161761422144,0.534108204705095,0.177967553536589,0.0225146314553684,0.461432278210394
"189","MC",2012,0.0190800871964957,0.000969237861418732,0.0849885780434283,0.0115342817183846,0.000107642448554558,0.0569810929345975
"190","MC",2013,0.00606176992415511,0.000369322617934677,0.0253524587343573,0.00361682920813925,3.81945979836785e-05,0.0175823195450354
"191","MC",2014,0.166370364981705,0.00788921759517934,0.636586577589124,0.107957961074677,0.000675532212820423,0.528240165826386
"192","MC",2015,0.0180225297155778,0.000780349005173925,0.0881715068113538,0.0100718416697514,1.80533820214349e-05,0.0574592152507471
"193","MC",2016,0.193620903995579,0.0101356833058717,0.646177823205911,0.146506849192906,0.000961514955774322,0.549289622831144
"194","MC",2017,0.144701628744961,0.0223612784182029,0.476659246691314,0.118931677822302,0.00555884066343837,0.374061071653781
"195","MC",2018,0.13664877374342,0.00331432216318515,0.629492773129876,0.0617675053261814,0.000213243803413124,0.515759816071167
"196","MC",2019,0.149099086626193,0.021653800272893,0.41326369520579,0.133958895582219,0.00756753927114632,0.340911726460039
"197","OKRE",2006,0.0761390252420525,0.00595115714530994,0.351731999987979,0.0461972465988615,0.000652150033580933,0.248828219357337
"198","OKRE",2007,0.208853955970335,0.025084856308508,0.575927844182411,0.186360912350117,0.000860825359797989,0.48697385569595
"199","OKRE",2008,0.289949866241995,0.0342422531402639,0.737255334805563,0.262828883783573,0.00597679559287576,0.652346849407065
"200","OKRE",2009,0.274539363580727,0.0216257426611486,0.7756684451512,0.223945962999572,0.00289790209712578,0.700522981569838
"201","OKRE",2010,0.368217464958933,0.032059769300374,0.868883903200357,0.33175134759402,0.0078265098453257,0.818575228264854
"202","OKRE",2011,0.336429343860462,0.0653719209881464,0.722349645622548,0.319244836130623,0.0398186449728905,0.660779682476022
"203","OKRE",2012,0.138237448554473,0.0119905165801318,0.499337981735403,0.107927932453568,0.000455635487811426,0.390128241450157
"204","OKRE",2013,0.109893805511324,0.00842281710304033,0.390162962930482,0.084209445862111,0.000870164465085765,0.30546407516129
"205","OKRE",2014,0.215563833573505,0.0209350235059546,0.657245152544521,0.175604050437816,0.00348477147561717,0.553268684369257
"206","OKRE",2015,0.106908558404319,0.00679001326110202,0.390725908621306,0.0776285191806177,0.000506500912759039,0.296919222885248
"207","OKRE",2016,0.172410649404805,0.0101802543840722,0.617516765166536,0.127650339486656,0.00206398583556206,0.500175713794203
"208","OKRE",2017,0.14532843706297,0.0138497103814207,0.53342609266823,0.105067500302758,0.0013015854303382,0.437029186405823
"209","OKRE",2018,0.150586845657075,0.0134182451457861,0.509420432982165,0.118502253260148,0.000902322185411289,0.397884405587917
"210","OKRE",2019,0.0919302690562476,0.00844127689365956,0.346583091869117,0.0667337338377099,0.0015164016371893,0.2580228129077
"211","OKRW",2006,0.0627539575634515,0.00269028847184904,0.300427558099731,0.0349358506891938,0.000252658639007716,0.212961808087316
"212","OKRW",2007,0.0441997259520227,0.0024664153817901,0.20483254716512,0.0257525606799826,0.000316298674522716,0.149205146434413
"213","OKRW",2008,0.195340481974205,0.0322963135281915,0.508339290040219,0.17487870192906,0.00321867793129251,0.418740131762022
"214","OKRW",2009,0.25954438009884,0.0197165451825979,0.746736895526555,0.201398165206864,0.00426722873704781,0.667779756568217
"215","OKRW",2010,0.341126732160293,0.0295302383411202,0.840117499508378,0.300275700410409,0.0103312642844981,0.780400389119022
"216","OKRW",2011,0.279348479282891,0.0369464421259306,0.682064698716378,0.255514764646676,0.00392611727171151,0.597466455785624
"217","OKRW",2012,0.0428975062312858,0.00181749813878026,0.192347741754868,0.0248887426286087,0.000315744233213291,0.141978426320938
"218","OKRW",2013,0.0365624835493308,0.00180719103075358,0.15660275247882,0.022744551665787,0.000195645027316069,0.112565664302313
"219","OKRW",2014,0.147304023197749,0.00458232054525702,0.667666144153276,0.0835659365299716,0.000315140876906344,0.518708039294004
"220","OKRW",2015,0.0965751249051591,0.0032792737236989,0.392977170498021,0.0608247370782498,0.000314653255081278,0.300544864325327
"221","OKRW",2016,0.135656288363917,0.00389574410161019,0.595838533575108,0.0765183855788957,0.000130158821469108,0.484074095821083
"222","OKRW",2017,0.11527392202386,0.00891577318638605,0.469143136672993,0.0774001758284891,0.000135172864353115,0.35373904651662
"223","OKRW",2018,0.129142362454724,0.00412244869109538,0.598406612448535,0.0795124174229191,0.00018376115069957,0.475598863688946
"224","OKRW",2019,0.182176247477145,0.0233970540876747,0.550873242058457,0.159842421055409,0.00259404946341171,0.419052441778689
"225","OSR",2006,0.0860506435401978,0.00316203551352616,0.427372874623399,0.0454850694059285,0.000372633248866979,0.336090040565359
"226","OSR",2007,0.176156895396885,0.00802003726825908,0.658282229419437,0.117054519546877,0.00036388499541331,0.567140331211176
"227","OSR",2008,0.406511332144846,0.0541069762518071,0.843464227901457,0.393016686828599,0.0206050388689312,0.793767459488115
"228","OSR",2009,0.548063571486673,0.15174371856537,0.85336742037887,0.568383361487655,0.190347534837809,0.885254254992603
"229","OSR",2010,0.483214129403465,0.0804367871712929,0.912716454145757,0.477182808146606,0.0811684280795445,0.912805390253291
"230","OSR",2011,0.335464056672681,0.0363944059763071,0.812955158198203,0.293754704290922,0.00731625917279898,0.751281309467335
