"","site","year","mu","ci.lo95","ci.hi95","med","hpdi.lo95","hpdi.hi95"
"231","OSR",2012,0.191644401334562,0.00923356586472954,0.698801750953429,0.131811696077577,0.0014796792526772,0.578119390319207
"232","OSR",2013,0.0139633082455237,0.000827136519533203,0.0645409855548297,0.00853783999519115,8.22222956077433e-05,0.0428625521342101
"233","OSR",2014,0.18414958074255,0.00375275394007163,0.775834423268207,0.106892781132381,0.000260472100179417,0.655570906435402
"234","OSR",2015,0.02349783948645,0.00128801556013139,0.10441022585791,0.0131363487821072,0.000151468111163895,0.0749618976738908
"235","OSR",2016,0.18008990663318,0.00279135945986823,0.716463765611175,0.104520966464137,0.00016191925836711,0.606534367758446
"236","OSR",2017,0.172200040879145,0.00522247686017119,0.746100931210448,0.0899535243371823,0.000394820972048271,0.628397118072057
"237","OSR",2018,0.222661206124507,0.00858343383839698,0.776336183610649,0.139257699978226,0.000530590030590157,0.678222509346584
"238","OSR",2019,0.176108119441281,0.0100583337000808,0.577805588873198,0.128665606203106,0.00233903545411129,0.492933920568081
"239","S22",2006,0.319046020042808,0.0209987644973603,0.83612398949151,0.275302896617856,0.00601775885296777,0.769532113112587
"240","S22",2007,0.0242948672391996,0.00095907110554203,0.105477180830249,0.0142368966805043,3.53707639639029e-05,0.0759659748920266
"241","S22",2008,0.188089128668962,0.0189991023171258,0.647579845401824,0.143819776448504,0.00313999907763972,0.516105929625852
"242","S22",2009,0.317267199597448,0.0306505827260617,0.79881240723368,0.283192714336635,0.00577811362085194,0.728874602581156
"243","S22",2010,0.379708436643874,0.042877314378034,0.851039325545188,0.346609261642966,0.0164439876424016,0.803707456840414
"244","S22",2011,0.418513441749606,0.0462349228978754,0.892016692327366,0.39444717605151,0.0131652079272008,0.83506736176791
"245","S22",2012,0.0125250588851163,0.000760707986426325,0.0504549937721605,0.0083521879796105,5.43730563166844e-05,0.0360654721301039
"246","S22",2013,0.0133477450617458,0.00112843200144809,0.0459022782923968,0.00990364358658391,0.00016298448940493,0.0356417997869136
"247","S22",2014,0.194361303045617,0.00424832726086314,0.78183817437758,0.118886903061626,0.000471424168633198,0.662821130013197
"248","S22",2015,0.0680615752442187,0.00373119726954157,0.270445156836429,0.0476464493395926,0.0004073554083174,0.200027681488563
"249","S22",2016,0.296107501169481,0.0144918184994251,0.824314803159432,0.242382774158455,0.00103591114929517,0.737210705067225
"250","S22",2017,0.243078605618549,0.0154481726503031,0.708416251327015,0.202399867575272,0.00057676244093333,0.624225107733669
"251","S22",2018,0.134394263737819,0.00286148843679453,0.606850927346998,0.0738064536035846,0.000129921006815254,0.478306474463923
"252","S22",2019,0.480823228097821,0.183187925789015,0.757993494821662,0.479342120493205,0.208927893134806,0.778980193635522
"253","SM",2006,0.0402820296596454,0.00425992039860714,0.140871846410793,0.0308273436358219,0.000653733985069346,0.0980314219033617
"254","SM",2007,0.116688058929821,0.00374618781105192,0.52135345905501,0.0683684082773166,0.000188407137750702,0.418915493521647
"255","SM",2008,0.3113726765822,0.0232917366078692,0.824708297601663,0.260806863927905,0.00220792311813467,0.760201147094304
"256","SM",2009,0.307123153453507,0.0215381936894549,0.826232556999311,0.257374366154307,0.00510909620716064,0.744996345307646
"257","SM",2010,0.30535442690244,0.0270121525054006,0.813690710887524,0.254500127310939,0.00324893060808791,0.739852212046822
"258","SM",2011,0.403831972799427,0.0386967146281908,0.884610766283661,0.374102766592278,0.00987785688283059,0.842223011043444
"259","SM",2012,0.0312649999504858,0.00271618067823611,0.114476692587187,0.022043826465286,0.000313926331736778,0.0860259062390371
"260","SM",2013,0.0731513412520901,0.00319520857404646,0.340323420634249,0.0437602004654181,0.000578643203186567,0.251695665590687
"261","SM",2014,0.15387333826276,0.00457550682618359,0.658718826821252,0.0837676050759831,0.00022177277004332,0.554636818178193
"262","SM",2015,0.131131574142584,0.0169246163097178,0.414538093246258,0.110537458297778,0.00271613677611952,0.300892280882033
"263","SM",2016,0.0380199953486931,0.00128949683995092,0.191094180667864,0.0223845062631063,2.78404464556125e-05,0.135781058748812
"264","SM",2017,0.0386351249809166,0.00145599684635609,0.176070574170512,0.0233251003209176,9.5060786459998e-05,0.116724764443159
"265","SM",2018,0.174761329819374,0.00326345996401676,0.725045298800958,0.0991390552660727,0.000552515816101278,0.60751583890307
"266","SM",2019,0.507582705727483,0.0783450656207221,0.933020082609391,0.513328065909761,0.07432745410526,0.927411995061683
"267","URS",2006,0.178091124086131,0.00868568837423351,0.600023172141743,0.127967445272707,0.000913588561640668,0.507166039691714
"268","URS",2007,0.0446376531697973,0.00228489967098959,0.195449875086569,0.0284975999766867,0.000209648113168482,0.135058593759659
"269","URS",2008,0.101125725189202,0.00864049499349541,0.395491447107399,0.0734691102854836,0.00048257540053032,0.294765577818364
"270","URS",2009,0.0804674281221125,0.005626613867221,0.321770279903014,0.0563383912092627,0.000485860006320681,0.228567317619025
"271","URS",2010,0.206114883749017,0.0153839093982744,0.663150705804317,0.170289236094657,0.00147892958791412,0.533003182149301
"272","URS",2011,0.338823414033111,0.0257269788223635,0.852416443107558,0.298878311356113,0.00697216733901636,0.784890428108963
"273","URS",2012,0.158957351566918,0.00638221069877966,0.594819824873115,0.110532697717211,0.00024914346613624,0.491218102200491
"274","URS",2013,0.071325649342172,0.00259277944773265,0.321811044214318,0.0412338578520778,8.00460656099999e-05,0.237961125159842
"275","URS",2014,0.119271020736489,0.0048838030224762,0.553853119222628,0.0739397281217025,0.000380152038557086,0.410289680188424
"276","URS",2015,0.115090636186137,0.00377185146405406,0.547039888915062,0.0688051781000042,0.00026953814021815,0.400718380114221
"277","URS",2016,0.144749608786407,0.00420648993855149,0.595821779371285,0.087005585281893,0.000452933401193667,0.478046048366694
"278","URS",2017,0.197382991241974,0.0112131080695371,0.6449477482336,0.150100250129635,0.00194714464195084,0.538873607077581
"279","URS",2018,0.150013706892332,0.00396530567349219,0.661481579770302,0.0852083701690695,0.000149081149238138,0.568204500089121
"280","URS",2019,0.090202897335718,0.00298019219112378,0.456355563653985,0.0510617934778342,0.000280605752587769,0.314458336762249
