"site","year","med","ci.lo","ci.hi"
"KYE",2012,4.05902783477633,3.41047608248473,4.83101494477581
"LCE",2006,11.7931531165088,10.5916300615717,13.1866125983053
"LCE",2007,16.3325123293444,14.588347092198,18.4078784909001
"LCE",2008,4.45013370934053,3.82391429808371,5.19418259350592
"LCE",2009,4.14495795256539,3.63171012079813,4.7475426569807
"LCE",2010,5.60130230332199,4.95840640475816,6.27228200445484
"LCE",2011,6.5994457989121,4.79472015297782,9.15860805557567
"LCE",2012,7.28787515342908,1.4287944384391,36.8317131005397
"LCW",2006,18.0891901217702,16.2748292458758,20.1631352084638
"LCW",2007,6.5661357446727,5.84636269714291,7.41236523474774
"LCW",2008,2.6153096793579,2.3859567305019,2.88897141652713
"LCW",2009,6.94295172369973,6.05415769999932,8.06567199080562
"LCW",2010,5.17897951278387,4.65351163766473,5.74087961597542
"LCW",2011,12.7355353401644,9.75967022521463,16.5781697337041
"LCW",2012,26.2359964619395,14.2511631479005,40.1757525487704
"LO",2006,7.73895440421852,6.46554026815263,9.33810787710522
"LO",2007,22.7730366124326,19.078970364011,27.4194488391317
"LO",2008,5.57843486745774,4.98991082821281,6.21572889541514
"LO",2009,2.15774987861414,2.01350817183512,2.31994856446313
"LO",2010,7.01217818174922,6.26027841055559,7.86534713228671
"LO",2011,4.98040275565967,3.88813689202653,6.44598769257219
"LO",2012,5.67439002614435,3.18604202696178,9.93405965772532
"MC",2006,10.2601184570428,9.03142482445938,11.7801480963841
"MC",2007,6.14978719320175,5.39381658878337,7.03641573912697
"MC",2008,4.84316297138137,4.243583686369,5.54654618077532
"MC",2009,6.82303660882228,5.93258601261622,7.86111021464948
"MC",2010,6.67729008774158,6.03808563277356,7.3666758261779
"MC",2011,7.15722376658845,6.40812853063016,8.07082854237399
"MC",2012,5.08871820341825,4.35576071189401,5.97802660783658
"OKRE",2006,4.47189551247373,3.80510965551492,5.29160778829559
"OKRE",2007,3.73434896144151,2.95999987043815,4.69746247947812
"OKRE",2008,4.60882827648788,3.62993763310673,5.82826939171045
"OKRE",2009,4.22901569057039,3.76579152953884,4.80585960146549
"OKRE",2010,5.96272601717935,5.20946461115826,6.78468104653732
"OKRE",2011,7.36723019330579,6.45378760944657,8.43044953850971
"OKRE",2012,6.02099025337972,3.58609786518104,12.1549111870308
"OKRW",2006,6.05101890655659,5.5601234676412,6.6101657514908
"OKRW",2007,2.81547323402885,2.32939528772496,3.38212783634181
"OKRW",2008,5.39743829486553,4.34817162100592,6.7476035380648
"OKRW",2009,3.40928189800594,2.84018321107199,4.03715255050785
"OKRW",2010,5.45044264567748,4.87836897331741,6.1310180485332
"OKRW",2011,11.2912074344044,9.66581980892408,13.3693254032516
"OKRW",2012,3.41617405706361,2.03394344638901,5.68569156865542
"OSR",2006,4.93189481575798,4.47718070226507,5.44862894748554
"OSR",2007,3.49672798554817,3.20464138598966,3.80987221195996
"OSR",2008,5.13122285926141,4.61796262690556,5.70300018245594
"OSR",2009,5.4823939423846,4.94516194415747,6.07264271974988
"OSR",2010,4.15061239457425,3.77175006329362,4.55461457670428
"OSR",2011,4.98417545612893,4.47523365320356,5.59118050251191
"OSR",2012,3.83945448946516,3.35528795341097,4.42373412652143
"S22",2006,5.21347806386965,4.78700693065625,5.71462155606816
"S22",2007,3.63005956191822,3.20987110924995,4.08746937927411
"S22",2008,2.70504622660495,2.30562983591313,3.1563810489206
"S22",2009,5.08403239476866,4.52465857667548,5.68300488863225
"S22",2010,3.89202004814442,3.53376821624993,4.32909130588081
"S22",2011,13.0758768549261,11.2508186265586,15.2272301240773
"S22",2012,5.62511186024002,4.79826744943984,6.6065759075244
"SM",2006,6.95714311207474,6.22810874702507,7.75538454661269
"SM",2007,3.58247747906687,2.77156006744122,4.58299965379341
"SM",2008,2.98965799084176,2.52946584649282,3.52690124288333
"SM",2009,2.88784901207627,2.52304608575463,3.30295836475353
"SM",2010,2.62986833876557,2.32143180434185,2.97536313127318
"SM",2011,2.6050882670799,2.32052456437754,2.92109318401946
"SM",2012,3.03154593527247,2.51742038695458,3.6876496021653
"URS",2006,14.555015538804,10.7050910402243,20.023751052717
"URS",2007,8.87929935439773,6.90787549750484,11.7105901900932
"URS",2008,4.91870825978569,3.89064107208595,6.40604622485059
"URS",2009,9.81486931589679,8.01005672775869,12.2708305266277
"URS",2010,16.9053679670968,15.2531201638439,18.7554451491575
"URS",2011,12.8449168008798,10.3035044679034,16.3396725577364
"URS",2012,17.5346565313711,8.60816543232639,39.8247461671758
